LawID,LegislatorID,LegislatorName,LegislatorReligion,LegislatorRuleBegin,LegislatorRuleEnd,TerID,TerShortLabel,TerSeq,TerLabel,TerType1,TerType2,TerReligion,TerPublished,TerEditor,Date,Year,Form,Canton,Canton_rec,Scope_clean2,Scope_clean3,Scope_clean4,Scope_clean5,Scope_clean6,Scope_clean7,Scope_clean8,Scope_clean9,Scope_clean10,Scope_clean11,Scope_clean12,Scope_clean13,Archive,StAB,Archive_folder,Pages,Title,Matters_level2_num01,Matters_level2_01,Matters_level3_01,Matters_level4_01,Matters_01_addinfo,Matters_level2_num02,Matters_level2_02,Matters_level3_02,Matters_level4_02,Matters_02_addinfo,Matters_level2_num03,Matters_level2_03,Matters_level3_03,Matters_level4_03,Matters_03_addinfo,Matters_level2_num04,Matters_level2_04,Matters_level3_04,Matters_level4_04,Matters_04_addinfo,Matters_level2_num05,Matters_level2_05,Matters_level3_05,Matters55,Matters_level4_05,Matters_level2_num06,Matters_level2_06,Matters_level3_06,Matters_level4_06,Matters_06_addinfo,Matters_level2_num07,Matters_level2_07,Matters_level3_07,Matters_level4_07,Matters_07_addinfo,Matters_level2_num08,Matters_level2_08,Matters_level3_08,Matters_level4_08,Matters_08_addinfo,Matters_level2_num09,Matters_level2_09,Matters_level3_09,Matters_level4_09,Matters_09_addinfo,Matters_level2_num10,Matters_level2_10,Matters_level3_10,Matters_level4_10,Matters_10_addinfo,Matters_level2_num11,Matters_level2_11,Matters_level3_11,Matters_level4_11,Matters_level2_num12,Matters_level2_12,Matters_level3_12,Matters_level4_12,Matters_level2_num13,Matters_level2_13,Matters_level3_13,Matters_level4_13,Matters_level2_num14,Matters_level2_14,Matters_level3_14,Matters_level4_14,Matters_14_addinfo,Matters_level2_num15,Matters_level2_15,Matters_level3_15,Matters_level4_15,Matters_level2_num16,Matters_level2_16,Matters_level3_16,Matters_level4_16,Matters_level2_num17,Matters_level2_17,Matters_level3_17,Matters_level4_17,Matters_17_addinfo,Matters_level2_num18,Matters_level2_18,Matters_level3_18,Matters_level4_18,Matters_18_addinfo,Matters_level2_num19,Matters_level2_19,Matters_level3_19,Matters_level4_19,Matters_level2_num20,Matters_level2_20,Matters_level3_20,Matters_level4_20,Matters_level2_num21,Matters_level2_21,Matters_level3_21,Matters_level4_21,Matters_level2_num22,Matters_level2_22,Matters_level3_22,Matters_level4_22,Matters_22_addinfo,Matters_level2_num23,Matters_level2_23,Matters_level3_23,Matters_level4_23,Matters_23_addinfo,Matters_level2_num24,Matters_level2_24,Matters_level3_24,Matters_level4_24,Matters_24_addinfo,Matters_level2_num25,Matters_level2_25,Matters_level3_25,Matters_level4_25,Matters_level2_num26,Matters_level2_26,Matters_level3_26,Matters_level4_26
BER.01.001.1677,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/20/1658,1658,Verordnung,Canton of Aargau,Controlled by Bern,Lenzburg, , , , , , , , , , , ,"StAB, A I 487, S. 28 f.",StAB,A I 487,S. 28 f.,Der WidertÃ¶ufferen halb.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Aufenthalt; Verbot; Fremde", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1720,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,9/5/1660,1660,Verordnung,Canton of Bern,Canton of Bern,HÃ¶chstetten, , , , , , , , , , , ,"StAB, A I 487, S. 103 f.",StAB,A I 487,S. 103 f.,Wegen der TeÃ¼fferen Wegzugs.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Aufenthalt; Verbot; Fremde", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1260,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,8/23/1661,2661,Verordnung,Canton of Bern,Canton of Bern,Orpund,Gals,MÃ¼nchenbuchsee,Fraubrunnen, , , , , , , , ,"StAB, A I 487, S. 167 f.",StAB,A I 487,S. 167 f.,Mehrerer ErleÃ¼terung des Eidtenpuncktens ihres Eydts halber.,1.1,Religionsangelegenheiten,Klosterwesen/Orden,",Aufsicht; Klosterwesen; VÃ¶gte; Eidesformel", ,3.2,Sozialwesen,Armenwesen,",Verwaltung; MiÃŸbrauch", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1265,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/26/1661,1661,Verordnung,Canton of Bern,Canton of Bern,Langenthal, , , , , , , , , , , ,"StAB, A I 487, S. 173",StAB,A I 487,S. 173, ,1.1,Religionsangelegenheiten,Geistlichkeit,",AmtsausÃ¼bung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1270,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,6/2/1662,1662,Verordnung,Canton of Bern,Canton of Bern,Bolligen,Stettlen,KÃ¶niz,BÃ¼mpliz,Muri, , , , , , , ,"StAB, A I 487, S. 186",StAB,A I 487,S. 186, ,1.1,Religionsangelegenheiten,Kirchenzucht,",Taufe; Hintersassen", ,1.2,BevÃ¶lkerungs- und Standeswesen; Herrschaftsverfassung,BÃ¼rgerrecht,",Erwerb", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1729,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,11/30/1663,1663,Verordnung,Canton of Zürich,Controlled by Bern,Sternenberg,Seftigen,Signau,Laupen,Konolfingen, , , , , , , ,"StAB, A I 487, S. 221",StAB,A I 487,S. 221,Wider etliche unnÃ¶tige BreÃ¼ch an Hochzyten.,1.1,Religionsangelegenheiten,Geistlichkeit,",AmtsausÃ¼bung; Hochzeit; Gottesdienstgang", ,1.1,Religionsangelegenheiten,Kirchenzucht,",AmtsausÃ¼bung; Hochzeit; Gottesdienstgang", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1739,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,5/15/1664,1664,Ordnung,Canton of Fribourg,Controlled by Bern,Murten,Schwarzenburg, , , , , , , , , , ,"StAB, A I 487, S. 248-252",StAB,A I 487,S. 248-252,Weitere FÃ¼rsechung der Kinderlehren halb.,1.1,Religionsangelegenheiten,ReligiÃ¶se Unterweisung,",Religionsunterricht; Sonntagsschule; Gottesdienst; Gebete", ,1.5,Sittlichkeit; Ehe- und Familie; SexualitÃ¤t,Familie/EhefÃ¼hrung,",Kindererziehung", ,3.3,Erziehungswesen; Kultur,Schule,",Lehrpersonal; Lehrer; Ausbildung; Lehrplan; Lieder", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1796,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/24/1666,1666,Verordnung,Canton of Thun,Controlled by Bern,Gurzelen,HÃ¶chstetten,Signau,Laupen,Murten,Kehrsatz, , , , , , ,"StAB, A I 487, S. 354",StAB,A I 487,S. 354,Das Wynaussgeben an Sontagen verpieten.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",VergnÃ¼gungen; Alkoholkonsum", ,4.6,Handel und Dienstleistungen,Bewirtung/GaststÃ¤tten,",Alkoholausschank", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1811,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,8/29/1667,1667,Verordnung,Canton of Bern,Canton of Bern,Kehrsatz,Thurnen,Wabern bei Bern,Stiftschaffner,Schwarzenburg, , , , , , , ,"StAB, A I 487, S. 388 f.",StAB,A I 487,S. 388 f.,Den Schwinget hinder RÃ¼gisperg verpieten.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Spielen; VergnÃ¼gungen; Alkoholkonsum; Schwingetfest", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1865,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,3/29/1669,1669,Verordnung,Canton of Bern,Canton of Bern,LÃ¼tzelflÃ¼h,Signau,Thun,Burgdorf, , , , , , , , ,"StAB, A I 487, S. 487 f.",StAB,A I 487,S. 487 f.,Wegen Inobservation der ErleÃ¼terung dess getrukten TÃ¶uffer-Mandats: So vil das Gutt betrifft.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; VermÃ¶gen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1905,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,9/19/1670,1670,Verordnung,Canton of Bern,Canton of Bern,Konolfingen,Seftigen, , , , , , , , , , ,"StAB, A I 487, S. 556 f.",StAB,A I 487,S. 556 f.,Der TeÃ¼fferen halb.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.1924,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,8/24/1671,1671,Verordnung,Canton of Bern,Canton of Bern,Signau, , , , , , , , , , , ,"StAB, A I 487, S. 600-602",StAB,A I 487,S. 600-602,Den frischen Endtschluss zur Execution Ã¼berschreiben.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Ãœberwachung; Ausweisung; Festnahme; Beherbergungsverbot", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2044,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/19/1675,1675,Verordnung,Canton of Bern (invaded),Controlled by Bern,Frutigen, , , , , , , , , , , ,"StAB, A I 488, S. 131 f.",StAB,A I 488,S. 131 f.,Die Schaff-Scheide auff einen andern Tag abenderen.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",VergnÃ¼gungen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2045,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/19/1675,1675,Verordnung,Canton of Bern (invaded),Controlled by Bern,Unterseen,Oberhofen,Wimmis,Interlaken, , , , , , , , ,"StAB, A I 488, S. 132",StAB,A I 488,S. 132,Sie dessen benachrichtigen.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",VergnÃ¼gungen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2087,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/13/1676,1676,Verordnung,Canton of Bern,Canton of Bern,Bolligen,Muri,Bremgarten bei Bern,Vechigen,KÃ¶niz,BÃ¼mpliz,Stettlen, , , , , ,"StAB, A I 488, S. 228 f.",StAB,A I 488,S. 228 f.,Die Kinder nit mehr alhar zur Touff zebringen.,1.1,Religionsangelegenheiten,Kirchenzucht,",Taufe; KirchenzugehÃ¶rigkeit", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2114,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,3/26/1677,1677,Verordnung,Canton of Fribourg,Controlled by Bern,Burgdorf,Aarberg,Nidau,Laupen,Erlach,BÃ¼ren,Thun, , , , , ,"StAB, A I 488, S. 279 f.",StAB,A I 488,S. 279 f.,Exception der Klein und GrossrÃ¤hten im Catechisieren.,1.1,Religionsangelegenheiten,ReligiÃ¶se Unterweisung,",Religionsunterricht; Ausnahmen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2224,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,12/21/1680,1680,Verordnung,Canton of Bern (invaded),Controlled by Bern,Bernese Oberland,Emmental, , , , , , , , , , ,"StAB, A I 488, S. 519 f.",StAB,A I 488,S. 519 f.,An Sontagen die Irigen nit auf die Bergen sonder in die Predigen zu schicken.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",VergnÃ¼gungen; Gottesdienstgang", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2241,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,5/28/1681,1681,Verordnung,Canton of Vaud,Controlled by Bern,Yverdon-les-Bains,RomainmÃ´tier, , , , , , , , , , ,"StAB, A I 488, S. 552 f.",StAB,A I 488,S. 552 f.,"1. Wie die Clahs sich deren halb, so ihre Religion zu abiuriren unndt die Unsere anzunemmen begehren, ze verhalten. 2. Wie weit die Feries in den h. Zeiten zu extendieren - wegen Hochzeithaltung und Annonce.",1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",Verhalten", ,1.1,Religionsangelegenheiten,Kirchenzucht,",Hochzeit; Anzeige; Aufwand; Kleidung; Ladschaften", ,1.5,Sittlichkeit; Ehe- und Familie; SexualitÃ¤t,EheschlieÃŸung,",Bedingungen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2260,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,9/19/1681,1681,Verordnung,Canton of Bern,Canton of Bern,Emmental, , , , , , , , , , , ,"StAB, A I 488, S. 596 f.",StAB,A I 488,S. 596 f.,Abenderung dess Dionisii Signow MÃ¤rit.,1.1,Religionsangelegenheiten,Feiertage/ReligiÃ¶se Feste,",Markt", ,4.6,Handel und Dienstleistungen,Markt/Messe,",Markttage", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2294,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,3/14/1683,1683,Verordnung,Canton of Bern,Canton of Bern,LÃ¼tzelflÃ¼h,Trachselwald,Signau,Thun, , , , , , , , ,"StAB, A I 488, S. 644 f.",StAB,A I 488,S. 644 f.,1. Wegen der Geiselschafft CÃ¶sten. 2. Die TeÃ¼ffer Bussen betreffend.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Geisel; Beherbergung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2295,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,4/12/1683,1683,Verordnung,Canton of Vaud,Controlled by Bern,Payerne,Lausanne,Oron,Veytaux,Saanen,Aigle,Moudon, , , , , ,"StAB, A I 488, S. 647",StAB,A I 488,S. 647,"Die Freyburgischen, so den Sonn- oder Sabattaag brechen, auch zustraffen.",1.1,Religionsangelegenheiten,Sonntagsheiligung,",Fremde; BuÃŸe", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2309,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,9/25/1683,1683,Verordnung,Canton of Vaud,Controlled by Bern,Morges,Veytaux,Lausanne,Yverdon-les-Bains,Moudon,RomainmÃ´tier,Nyon, , , , , ,"StAB, A I 488, S. 664 f.",StAB,A I 488,S. 664 f.,Ihnen die francÃ¶sischen reformirte Glaubensgnossen recommendiren undt zu befelchen denselben in ihren Ã„mbteren Retraitte zu gestatten.,1.1,Religionsangelegenheiten,Konfession,",ReligionsausÃ¼bung", ,1.2,BevÃ¶lkerungs- und Standeswesen; Herrschaftsverfassung,Aufenthalt,",Beherbergung; AuslÃ¤nder; Bedingungen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2365,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,10/13/1686,1686,Verordnung,Canton of Bern,Canton of Bern,Konolfingen, , , , , , , , , , , ,"StAB, A I 488, S. 752",StAB,A I 488,S. 752,Auff die TÃ¤uffer zuachten undt ob der Ordnung besser zuhalten.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Ãœberwachung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2359,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,1/5/1688,1688,Verordnung,Canton of Fribourg,Controlled by Bern,Burgdorf,LÃ¼tzelflÃ¼h,Trachselwald,Signau,Thun,Konolfingen,Krauchthal, , , , , ,"StAB, A I 488, S. 740 f.",StAB,A I 488,S. 740 f.,Auff die WiderteÃ¼ffer Achtung zugeben.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Ãœberwachung,Datum stimmt", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2417,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,7/20/1691,1691,Verordnung,Canton of Aargau,Controlled by Bern,Oberhofen,LÃ¼tzelflÃ¼h,Trachselwald,Signau,Burgdorf,Aarburg,Thun, , , , , ,"StAB, A I 488, S. 856 f. & 987 f.",StAB,A I 488,S. 856 f. & 987 f.,Ihnen die Ordnung undt Mandat der TÃ¤ufferen halb zuschicken.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Ãœberwachung; Beherbergungsverbot; Bekehrung", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2490,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,9/28/1691,1691,Verordnung,Canton of Aargau,Controlled by Bern,Oberhofen,LÃ¼tzelflÃ¼h,Signau,Burgdorf,Aarburg,Thun, , , , , , ,"StAB, A I 488, S. 990-992",StAB,A I 488,S. 990-992,Vernere Veranstaltung wegen der TeÃ¼fferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; VermÃ¶gen; Beherbergungsverbot", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2432,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,4/3/1693,1693,Ordnung,Canton of Fribourg,Controlled by Bern,Burgdorf,Thun,Oberhofen,Trachselwald,Signau,LÃ¼tzelflÃ¼h,Landshut, , , , , ,"StAB, A I 488, S. 899-904",StAB,A I 488,S. 899-904,TeÃ¼ffer abzeschaffen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",TÃ¤ufer; Ãœberwachung; Beherbergungsverbot; Versorgung (Ã¶konomisch, Nahrungsmittel", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
BER.01.001.2516,BER.01.001,SchultheiÃŸ und Kleiner und GroÃŸer Rat der Stadt Bern,EV,1528,1798,BER,BER,1,Bern,EidgenÃ¶ssischer Ort,WL,EV,7,Claudia Schott-Volm,5/31/1693,1693,Verordnung,Canton of Fribourg,Controlled by Bern,Burgdorf,LÃ¼tzelflÃ¼h,Trachselwald,Oberhofen,Wangen,Aarwangen,Bernese Oberland, , , , , ,"StAB, A I 490, S. 4-8",StAB,A I 490,S. 4-8,Wie die TÃ¤uffer zuvertreiben und ausszureÃ¼ten.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Aufenthalt; Verbot; Fremde; Versammlungsverbot; Ãœberwachung; TÃ¤ufer", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
