LawID,LegislatorID,LegislatorName,LegislatorReligion,LegislatorRuleBegin,LegislatorRuleEnd,TerID,TerShortLabel,TerSeq,TerLabel,TerType1,TerType2,TerReligion,TerPublished,TerEditor,Date,Form,Scope_clean 2,Scope_clean 3,Scope_clean 4,Scope_clean 5,Scope_clean 6,Scope_clean 7,Scope_clean 8,Scope_clean 9,Scope_clean 10,Scope_clean 11,Scope_clean 12,Scope_clean 13,Archive,StAB,Archive_folder,Pages,Title,Matters_level2_num01,Matters_level2_01,Matters_level3_01,Matters_level4_01,Matters_01_addinfo,Matters_level2_num02,Matters_level2_02,Matters_level3_02,Matters_level4_02,Matters_02_addinfo,Matters_level2_num03,Matters_level2_03,Matters_level3_03,Matters_level4_03,Matters_03_addinfo,Matters_level2_num04,Matters_level2_04,Matters_level3_04,Matters_level4_04,Matters_04_addinfo,Matters_level2_num05,Matters_level2_05,Matters_level3_05,Matters 5 5,Matters_level4_05,Matters_level2_num06,Matters_level2_06,Matters_level3_06,Matters_level4_06,Matters_06_addinfo,Matters_level2_num07,Matters_level2_07,Matters_level3_07,Matters_level4_07,Matters_07_addinfo,Matters_level2_num08,Matters_level2_08,Matters_level3_08,Matters_level4_08,Matters_08_addinfo,Matters_level2_num09,Matters_level2_09,Matters_level3_09,Matters_level4_09,Matters_09_addinfo,Matters_level2_num10,Matters_level2_10,Matters_level3_10,Matters_level4_10,Matters_10_addinfo,Matters_level2_num11,Matters_level2_11,Matters_level3_11,Matters_level4_11,Matters_level2_num12,Matters_level2_12,Matters_level3_12,Matters_level4_12,Matters_level2_num13,Matters_level2_13,Matters_level3_13,Matters_level4_13,Matters_level2_num14,Matters_level2_14,Matters_level3_14,Matters_level4_14,Matters_14_addinfo,Matters_level2_num15,Matters_level2_15,Matters_level3_15,Matters_level4_15,Matters_level2_num16,Matters_level2_16,Matters_level3_16,Matters_level4_16,Matters_level2_num17,Matters_level2_17,Matters_level3_17,Matters_level4_17,Matters_17_addinfo,Matters_level2_num18,Matters_level2_18,Matters_level3_18,Matters_level4_18,Matters_18_addinfo,Matters_level2_num19,Matters_level2_19,Matters_level3_19,Matters_level4_19,Matters_level2_num20,Matters_level2_20,Matters_level3_20,Matters_level4_20,Matters_level2_num21,Matters_level2_21,Matters_level3_21,Matters_level4_21,Matters_level2_num22,Matters_level2_22,Matters_level3_22,Matters_level4_22,Matters_22_addinfo,Matters_level2_num23,Matters_level2_23,Matters_level3_23,Matters_level4_23,Matters_23_addinfo,Matters_level2_num24,Matters_level2_24,Matters_level3_24,Matters_level4_24,Matters_24_addinfo,Matters_level2_num25,Matters_level2_25,Matters_level3_25,Matters_level4_25,Matters_level2_num26,Matters_level2_26,Matters_level3_26,Matters_level4_26
BER.01.001.1865,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1669-03-29T00:00:00Z,Verordnung,Lützelflüh,Signau,Thun,Burgdorf,,,,,,,,,"StAB, A I 487, S. 487 f.",StAB,A I 487,S. 487 f.,Wegen Inobservation der Erleüterung dess getrukten Töuffer-Mandats: So vil das Gutt betrifft.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Vermögen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.1905,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1670-09-19T00:00:00Z,Verordnung,Konolfingen,Seftigen,,,,,,,,,,,"StAB, A I 487, S. 556 f.",StAB,A I 487,S. 556 f.,Der Teüfferen halb.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer",",Erläuterung S. 565-568: 07.01.1671.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.1924,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1671-08-24T00:00:00Z,Verordnung,Signau,,,,,,,,,,,,"StAB, A I 487, S. 600-602",StAB,A I 487,S. 600-602,Den frischen Endtschluss zur Execution überschreiben.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Überwachung; Ausweisung; Festnahme; Beherbergungsverbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2044,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1675-07-19T00:00:00Z,Verordnung,Frutigen,,,,,,,,,,,,"StAB, A I 488, S. 131 f.",StAB,A I 488,S. 131 f.,Die Schaff-Scheide auff einen andern Tag abenderen.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Vergnügungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2045,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1675-07-19T00:00:00Z,Verordnung,Unterseen,Oberhofen,Wimmis,Interlaken,,,,,,,,,"StAB, A I 488, S. 132",StAB,A I 488,S. 132,Sie dessen benachrichtigen.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Vergnügungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2087,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1676-07-13T00:00:00Z,Verordnung,Bolligen,Muri,Bremgarten bei Bern,Vechigen,Köniz,Bümpliz,Stettlen,,,,,,"StAB, A I 488, S. 228 f.",StAB,A I 488,S. 228 f.,Die Kinder nit mehr alhar zur Touff zebringen.,1.1,Religionsangelegenheiten,Kirchenzucht,",Taufe; Kirchenzugehörigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2114,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1677-03-26T00:00:00Z,Verordnung,Burgdorf,Aarberg,Nidau,Laupen,Erlach,Büren,Thun,,,,,,"StAB, A I 488, S. 279 f.",StAB,A I 488,S. 279 f.,Exception der Klein und Grossrähten im Catechisieren.,1.1,Religionsangelegenheiten,Religiöse Unterweisung,",Religionsunterricht; Ausnahmen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2224,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1680-12-21T00:00:00Z,Verordnung,Bernese Oberland,Emmental,,,,,,,,,,,"StAB, A I 488, S. 519 f.",StAB,A I 488,S. 519 f.,An Sontagen die Irigen nit auf die Bergen sonder in die Predigen zu schicken.,1.1,Religionsangelegenheiten,Sonntagsheiligung,",Vergnügungen; Gottesdienstgang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2241,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1681-05-28T00:00:00Z,Verordnung,Yverdon-les-Bains,Romainmôtier,,,,,,,,,,,"StAB, A I 488, S. 552 f.",StAB,A I 488,S. 552 f.,"1. Wie die Clahs sich deren halb, so ihre Religion zu abiuriren unndt die Unsere anzunemmen begehren, ze verhalten. 2. Wie weit die Feries in den h. Zeiten zu extendieren - wegen Hochzeithaltung und Annonce.",1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Verhalten",,1.1,Religionsangelegenheiten,Kirchenzucht,",Hochzeit; Anzeige; Aufwand; Kleidung; Ladschaften",,1.5,Sittlichkeit; Ehe- und Familie; Sexualität,Eheschließung,",Bedingungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2260,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1681-09-19T00:00:00Z,Verordnung,Emmental,,,,,,,,,,,,"StAB, A I 488, S. 596 f.",StAB,A I 488,S. 596 f.,Abenderung dess Dionisii Signow Märit.,1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Markt",,4.6,Handel und Dienstleistungen,Markt/Messe,",Markttage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2294,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1683-03-14T00:00:00Z,Verordnung,Lützelflüh,Trachselwald,Signau,Thun,,,,,,,,,"StAB, A I 488, S. 644 f.",StAB,A I 488,S. 644 f.,1. Wegen der Geiselschafft Cösten. 2. Die Teüffer Bussen betreffend.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Geisel; Beherbergung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2295,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1683-04-12T00:00:00Z,Verordnung,Payerne,Lausanne,Oron,Veytaux,Saanen,Aigle,Moudon,,,,,,"StAB, A I 488, S. 647",StAB,A I 488,S. 647,"Die Freyburgischen, so den Sonn- oder Sabattaag brechen, auch zustraffen.",1.1,Religionsangelegenheiten,Sonntagsheiligung,",Fremde; Buße",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2309,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1683-09-25T00:00:00Z,Verordnung,Morges,Veytaux,Lausanne,Yverdon-les-Bains,Moudon,Romainmôtier,Nyon,,,,,,"StAB, A I 488, S. 664 f.",StAB,A I 488,S. 664 f.,Ihnen die francösischen reformirte Glaubensgnossen recommendiren undt zu befelchen denselben in ihren Ämbteren Retraitte zu gestatten.,1.1,Religionsangelegenheiten,Konfession,",Religionsausübung",,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Aufenthalt,",Beherbergung; Ausländer; Bedingungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2365,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1686-10-13T00:00:00Z,Verordnung,Konolfingen,,,,,,,,,,,,"StAB, A I 488, S. 752",StAB,A I 488,S. 752,Auff die Täuffer zuachten undt ob der Ordnung besser zuhalten.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Überwachung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2359,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1688-01-05T00:00:00Z,Verordnung,Burgdorf,Lützelflüh,Trachselwald,Signau,Thun,Konolfingen,Krauchthal,,,,,,"StAB, A I 488, S. 740 f.",StAB,A I 488,S. 740 f.,Auff die Widerteüffer Achtung zugeben.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Überwachung,Datum stimmt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2417,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1691-07-20T00:00:00Z,Verordnung,Oberhofen,Lützelflüh,Trachselwald,Signau,Burgdorf,Aarburg,Thun,,,,,,"StAB, A I 488, S. 856 f. & 987 f.",StAB,A I 488,S. 856 f. & 987 f.,Ihnen die Ordnung undt Mandat der Täufferen halb zuschicken.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Überwachung; Beherbergungsverbot; Bekehrung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2490,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1691-09-28T00:00:00Z,Verordnung,Oberhofen,Lützelflüh,Signau,Burgdorf,Aarburg,Thun,,,,,,,"StAB, A I 488, S. 990-992",StAB,A I 488,S. 990-992,Vernere Veranstaltung wegen der Teüfferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Vermögen; Beherbergungsverbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2432,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1693-04-03T00:00:00Z,Ordnung,Burgdorf,Thun,Oberhofen,Trachselwald,Signau,Lützelflüh,Landshut,,,,,,"StAB, A I 488, S. 899-904",StAB,A I 488,S. 899-904,Teüffer abzeschaffen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Überwachung; Beherbergungsverbot; Versorgung (ökonomisch, Nahrungsmittel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2516,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1693-05-31T00:00:00Z,Verordnung,Burgdorf,Lützelflüh,Trachselwald,Oberhofen,Wangen,Aarwangen,Bernese Oberland,Thun,,,,,"StAB, A I 490, S. 4-8",StAB,A I 490,S. 4-8,Wie die Täuffer zuvertreiben und ausszureüten.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Aufenthalt; Verbot; Fremde; Versammlungsverbot; Überwachung; Täufer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2590,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1695-04-18T00:00:00Z,Verordnung,Bern,,,,,,,,,,,,"StAB, A I 490, S. 169 f.",StAB,A I 490,S. 169 f.,Dass die Haussleüht und Küher umb die Statt huldigen söllend wegen der Widertäufferey.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer",,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Huldigung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2674,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1698-04-12T00:00:00Z,Verordnung,Schwarzenburg,Thun,,,,,,,,,,,"StAB, A I 490, S. 345-347",StAB,A I 490,S. 345-347,,1.1,Religionsangelegenheiten,Kirchenzucht,",Pfarrei; Zugehörigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2897,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1706-07-19T00:00:00Z,Verordnung,Murten,Echallens,,,,,,,,,,,"StAB, A I 491, S. 84 f.",StAB,A I 491,S. 84 f.,Den allgemeinen Bättag ussschreiben.,1.1,Religionsangelegenheiten,Feiertage/Religiöse Feste,",Buß- & Bettag; Fastenzeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2915,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1707-06-07T00:00:00Z,Ordnung,Schwarzenburg,,,,,,,,,,,,"StAB, A I 491, S. 134-138",StAB,A I 491,S. 134-138,Ihnen die Publication der letst in Truk aussgebener Teüffer-Ordnung und derselben Handtobhaltung anbefehlen.,1.1,Religionsangelegenheiten,Geistlichkeit,",Predigt; Amtsausübung; Amtsführung; Aufsicht",,2.4,Policey der Verwaltung und Justiz,Bekanntmachungswesen,",Kanzelverkündung; Täuferordnung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3003,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1709-12-28T00:00:00Z,Verordnung,Grandson,,,,,,,,,,,,"StAB, A I 491, S. 332-334",StAB,A I 491,S. 332-334,Wegen den Teüfferscheinen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Aufenthalt; Verbot; Fremde",,1.2,Bevölkerungs- und Standeswesen; Herrschaftsverfassung,Aufenthalt,",Bedingungen",,4.4,Arbeitsordnung,Dienstboten/Gesinde,",Zeugnispflicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3004,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1709-12-28T00:00:00Z,Verordnung,Thun,Oberhofen,Emmental,,,,,,,,,,"StAB, A I 491, S. 334 f.",StAB,A I 491,S. 334 f.,Wegen Teüfferen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Beherbergungsverbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.2998,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1710-01-02T00:00:00Z,Verordnung,Bern,,,,,,,,,,,,"StAB, A I 491, S. 322",StAB,A I 491,S. 322,An Herrn Decanum allhier.,1.1,Religionsangelegenheiten,Geistlichkeit,",Amtsausübung; Amtsführung; Aufsicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3049,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1711-03-21T00:00:00Z,Verordnung,Zofingen,Orpund,,,,,,,,,,,"StAB, A I 491, S. 413 f.",StAB,A I 491,S. 413 f.,Die Capitulhaltung aussschreiben.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel",,2.4,Policey der Verwaltung und Justiz,Amtsführung/Amtsmißbrauch,",Amtleute; Aufgaben; Kapitel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3297,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1719-09-11T00:00:00Z,Verordnung,Oberaargau,Bernese Oberland,Büren,Schwarzenburg,Emmental,,,,,,,,"StAB, A I 492, S. 528-530",StAB,A I 492,S. 528-530,Wegen verbürgeten Täuffer Weiberen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Aufenthalt; Verbot; Fremde; Versammlungsverbot; Überwachung; Landesverweisung; Frist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3311,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1720-03-12T00:00:00Z,Verordnung,Oberaargau,Bernese Oberland,Büren,Schwarzenburg,Emmental,,,,,,,,"StAB, A I 492, S. 561-563",StAB,A I 492,S. 561-563,Wegen denen verbürgeten Täufferweiberen.,1.1,Religionsangelegenheiten,Sekten/Ketzerei,",Täufer; Landesverweisung; Festnahme; Güter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3314,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1720-04-10T00:00:00Z,Verordnung,Erlach,Gals,Büren,Nidau,,,,,,,,,"StAB, A I 492, S. 572-574",StAB,A I 492,S. 572-574,"Die Undterthanen zu verwahrnen, sich nit in die Mississippianische Compagney zu begeben.",1.1,Religionsangelegenheiten,Konfession,",Religionsausübung; Einschränkung",,2.2,Öffentliche Sicherheit; Kriminalität,Kriegslauf/Kriegsdienst,",Verbot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3451,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1724-08-24T00:00:00Z,Verordnung,Echallens,Grandson,Saanen,Ählen,Murten,,,,,,,,"StAB, A I 493, S. 231 f.",StAB,A I 493,S. 231 f.,Ihnen die neü eingerichtete Lythurgey W. Lands zuschiken.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Liturgie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BER.01.001.3504,BER.01.001,Schultheiß und Kleiner und Großer Rat der Stadt Bern,EV,1528,1798,BER,BER,01,Bern,Eidgenössischer Ort,WL,EV,7,Claudia Schott-Volm,1726-05-01T00:00:00Z,Verordnung,Zofingen,Orpund,,,,,,,,,,,"StAB, A I 493, S. 497",StAB,A I 493,S. 497,Ihnen zubefehlen denen Capitlen byzewohnen.,1.1,Religionsangelegenheiten,Kirchenorganisation,",Kapitel",,2.4,Policey der Verwaltung und Justiz,Amtsführung/Amtsmißbrauch,",Amtleute; Aufgaben; Kapitel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
